Year,Technology,Consumer Discretionary,Energy,Health Care,Financials
2020,0.3810481882507233,0.2973375121823161,-0.24356028818537157,0.16403602492256786,0.00953107715952961
2021,0.34744093381821495,0.27928110232455317,0.5327984779562309,0.2603858236919838,0.34797840208528674
2022,-0.27726273429151405,-0.36272183460298646,0.6432489521886311,-0.020792633476282907,-0.10586455325955091
2023,0.5601836148667194,0.3963929622970481,-0.006302364628161583,0.020665768165314846,0.12030937958190746
2024,0.21630633583543224,0.2651150122344561,0.055592037612582246,0.024744350343506305,0.3055623555782816
